entity,acu_dbu,user,order_number,original_order,trade_id,deal,trade_date,verification_date,fx_type,fx_trade,currency_pair,buy_currency,amount_buy,sell_currency,amount_sell,bp_id,bp_key,sg,domicile,bank,sector_user_id,sector_description,execution_country,order_country,business_date,id,dml_allowed,in_use,test_col1,test_col2,test_col3
,,,141992712,,,Cancellation,28.09.16,28.09.16,"Forex Forward","Forex Forward:  (JPY/CHF 0.966200)",CHF/JPY,CHF,20108.55,JPY,20108.55,"Secured Data",,OUT,,Non-Bank,1000,"Private households (1000)",LI,,20160930,31793,Y,Y,NULL,NULL,NULL
,,,141992728,,,Cancellation,28.09.16,28.09.16,"Forex Forward","Forex Forward:  (JPY/CHF 0.966200)",CHF/JPY,CHF,22319.22,JPY,22319.22,"Secured Data",,OUT,,Non-Bank,1000,"Private households (1000)",LI,,20160930,31808,Y,Y,NULL,NULL,NULL
,,,142080939,,5327823,Cancellation,29.09.16,29.09.16,"Forex Spot","Forex Spot: CNY -5,610,696 (USD/CNY 6.679400)",CNY/USD,CNY,6171765.60,USD,6171765.60,XXXXX,,OUT,,Bank,5200,"Banks and securities brokers (acc. to BO) (5200)",LI,,20160930,32876,Y,Y,NULL,NULL,NULL
,,,142062614,142062613,887958,Cancellation,29.09.16,29.09.16,"FX Basis Swap Near Leg","FX Basis Swap Near Leg: USD 6,191.58 (USD/HUF 274.56650000)",HUF/USD,HUF,1870000.00,USD,1870000.00,XXXXX,,OUT,,Bank,5200,"Banks and securities brokers (acc. to BO) (5200)",LI,,20160930,33115,Y,Y,NULL,NULL,NULL
,,,142062616,142062613,887958,Cancellation,29.09.16,29.09.16,"FX Basis Swap Far Leg","FX Basis Swap Far Leg:  (USD/HUF 274.56010000)",USD/HUF,USD,6810.89,HUF,6810.89,XXXXX,,OUT,,Bank,5200,"Banks and securities brokers (acc. to BO) (5200)",LI,,20160930,33117,Y,Y,NULL,NULL,NULL
,,,142064112,142064111,887977,Cancellation,29.09.16,29.09.16,"FX Basis Swap Near Leg","FX Basis Swap Near Leg: USD -280,625,000 (EUR/USD 1.12250000)",USD/EUR,USD,308687500.00,EUR,308687500.00,XXXXX,,OUT,,Bank,5200,"Banks and securities brokers (acc. to BO) (5200)",LI,,20160930,33136,Y,Y,NULL,NULL,NULL
,,,142064113,142064111,887977,Cancellation,29.09.16,29.09.16,"FX Basis Swap Near Leg","FX Basis Swap Near Leg: USD 280,705,500 (EUR/USD 1.12282200)",EUR/USD,EUR,275000000.00,USD,275000000.00,XXXXX,,OUT,,Bank,5200,"Banks and securities brokers (acc. to BO) (5200)",LI,,20160930,33138,Y,Y,NULL,NULL,NULL
,,,142070203,,5326381,Cancellation,29.09.16,29.09.16,"Forex Spot Delta Hedge","USD -10,766,400 (EUR/USD 1.121500)",USD/EUR,USD,11843040.00,EUR,11843040.00,XXXXX,,OUT,,Bank,5200,"Banks and securities brokers (acc. to BO) (5200)",LI,,20160930,33184,Y,Y,NULL,NULL,NULL
,,,142096208,,5329011,Cancellation,29.09.16,29.09.16,"Forex Spot Delta Hedge","NZD -1,400,000 (NZD/USD 0.724000)",NZD/USD,NZD,1540000.00,USD,1540000.00,XXXXX,,OUT,,Bank,5200,"Banks and securities brokers (acc. to BO) (5200)",LI,,20160930,33321,Y,Y,NULL,NULL,NULL
,,,142127142,,,Cancellation,30.09.16,30.09.16,"Forex Spot","Forex Spot: USD -30,406.75 (USD/HKD 7.75480000)",USD/HKD,USD,33447.43,HKD,33447.43,XXXXX,,OUT,,Bank,5200,"Banks and securities brokers (acc. to BO) (5200)",#LI,,20160930,33520,Y,Y,NULL,NULL,NULL
,,,142160806,,5331644,Cancellation,30.09.16,30.09.16,"Forex Spot","Forex Spot: USD -5,528,506.84 (USD/CHF 0.971500)",USD/CHF,USD,6081357.52,CHF,6081357.52,"Secured Data",,OUT,,Non-Bank,4300,"(operational) financial companies not subjected to banking law or any comparable control (4300)",LI,,20160930,33795,Y,Y,NULL,NULL,NULL
,,,142165998,,,Cancellation,30.09.16,30.09.16,"Forex Spot","Forex Spot: CHF -.09 (EUR/CHF 1.105041)",CHF/EUR,CHF,0.10,EUR,0.10,"Secured Data",,OUT,,Non-Bank,1000,"Private households (1000)",LI,,20160930,33861,Y,Y,NULL,NULL,NULL
,,,142166233,,,Cancellation,30.09.16,30.09.16,"Forex Spot","Forex Spot: EUR -537,105 (EUR/USD 1.117100)",EUR/USD,EUR,590815.50,USD,590815.50,XXXXX,,OUT,,Bank,5200,"Banks and securities brokers (acc. to BO) (5200)",LI,,20160930,33866,Y,Y,NULL,NULL,NULL
,,,142175141,,5332803,Cancellation,30.09.16,30.09.16,"Forex Spot","Forex Spot: CHF 163,200 (EUR/CHF 1.088000)",EUR/CHF,EUR,165000.00,CHF,165000.00,"Secured Data",,OUT,,Non-Bank,1000,"Private households (1000)",LI,,20160930,33962,Y,Y,NULL,NULL,NULL
,,,142154127,,481092,Cancellation,30.09.16,30.09.16,"Open Non Deliverable Forward"," (USD/TWD 31.55000000)",TWD/USD,TWD,440000000.00,USD,440000000.00,XXXXX,,OUT,,Bank,5200,"Banks and securities brokers (acc. to BO) (5200)",LI,,20160930,34084,Y,Y,NULL,NULL,NULL
,,,142157885,,481116,Cancellation,30.09.16,30.09.16,"Open Non Deliverable Forward"," (USD/TWD 31.55500000)",TWD/USD,TWD,440000000.00,USD,440000000.00,XXXXX,,OUT,,Bank,5200,"Banks and securities brokers (acc. to BO) (5200)",LI,,20160930,34098,Y,Y,NULL,NULL,NULL
,,,142165668,142165667,888725,Cancellation,30.09.16,30.09.16,"FX Basis Swap Near Leg","FX Basis Swap Near Leg: USD -279,275,000 (EUR/USD 1.11710000)",USD/EUR,USD,307202500.00,EUR,307202500.00,XXXXX,,OUT,,Bank,5200,"Banks and securities brokers (acc. to BO) (5200)",LI,,20160930,34136,Y,Y,NULL,NULL,NULL
,,,142165669,142165667,888725,Cancellation,30.09.16,30.09.16,"FX Basis Swap Far Leg","FX Basis Swap Far Leg:  (EUR/USD 1.12019500)",EUR/USD,EUR,275000000.00,USD,275000000.00,XXXXX,,OUT,,Bank,5200,"Banks and securities brokers (acc. to BO) (5200)",LI,,20160930,34138,Y,Y,NULL,NULL,NULL
,,,142168676,142168675,888778,Cancellation,30.09.16,30.09.16,"FX Basis Swap Near Leg","FX Basis Swap Near Leg: USD -279,275,000 (EUR/USD 1.11710000)",USD/EUR,USD,307202500.00,EUR,307202500.00,XXXXX,,OUT,,Bank,5200,"Banks and securities brokers (acc. to BO) (5200)",LI,,20160930,34161,Y,Y,NULL,NULL,NULL
,,,142168677,142168675,888778,Cancellation,30.09.16,30.09.16,"FX Basis Swap Far Leg","FX Basis Swap Far Leg:  (EUR/USD 1.12019500)",EUR/USD,EUR,275000000.00,USD,275000000.00,XXXXX,,OUT,,Bank,5200,"Banks and securities brokers (acc. to BO) (5200)",LI,,20160930,34163,Y,Y,NULL,NULL,NULL
,,,142175166,,481228,Cancellation,30.09.16,30.09.16,"Forex Forward","Forex Forward:  (EUR/CHF 1.08640000)",CHF/EUR,CHF,143404.80,EUR,143404.80,"Secured Data",,OUT,,Non-Bank,1000,"Private households (1000)",LI,,20160930,34171,Y,Y,NULL,NULL,NULL
,"01 Asian Currency Unit",,30349680,,,Cancellation,02.09.16,02.09.16,"FX Spot ACDC","GBP -146,681.32 (GBP/USD 1.363500)",GBP/USD,GBP,161349.45,USD,161349.45,XXXXX,,OUT,,Bank,5000,"Banks (5000)",SG,,20160930,34376,Y,Y,NULL,NULL,NULL
,"01 Asian Currency Unit",,30349681,,,Cancellation,02.09.16,02.09.16,"FX Spot ACDC","GBP 146,681.32 (GBP/USD 1.363500)",USD/GBP,USD,219999.98,GBP,219999.98,"Secured Data",,OUT,,Non-Bank,1000,"Private households (1000)",SG,,20160930,34378,Y,Y,NULL,NULL,NULL
,"01 Asian Currency Unit",,30347414,,5236821,Cancellation,02.09.16,02.09.16,"Forex Spot","Forex Spot: GBP -300,000 (GBP/USD 1.330500)",GBP/USD,GBP,330000.00,USD,330000.00,"Secured Data",,OUT,,Non-Bank,4650,"Trusts where the beneficial holder is a natural person",SG,,20160930,34441,Y,Y,NULL,NULL,NULL
,"01 Asian Currency Unit",,30347449,,5236822,Cancellation,02.09.16,02.09.16,"Forex Spot","Forex Spot: USD 399,450 (GBP/USD 1.331500)",GBP/USD,GBP,330000.00,USD,330000.00,"Secured Data",,OUT,,Non-Bank,4650,"Trusts where the beneficial holder is a natural person",SG,,20160930,34443,Y,Y,NULL,NULL,NULL
,"01 Asian Currency Unit",,30350009,,,Cancellation,02.09.16,02.09.16,"Forex Spot","Forex Spot: TWD -2,836,612.35 (USD/TWD 32.062450)",TWD/USD,TWD,3120273.59,USD,3120273.59,"Secured Data",,OUT,,Non-Bank,4650,"Trusts where the beneficial holder is a natural person",LI,,20160930,34474,Y,Y,NULL,NULL,NULL
,"01 Asian Currency Unit",,30350021,,,Cancellation,02.09.16,02.09.16,"Forex Spot","Forex Spot: USD -89,356.19 (USD/TWD 31.74500000)",USD/TWD,USD,98291.81,TWD,98291.81,XXXXX,,OUT,,Bank,5000,"Banks (5000)",LI,,20160930,34478,Y,Y,NULL,NULL,NULL
,"01 Asian Currency Unit",,30357823,,,Cancellation,02.09.16,02.09.16,"Forex Forward","Forex Forward:  (GBP/USD 1.33050200)",USD/GBP,USD,439065.66,GBP,439065.66,XXXXX,,OUT,,Bank,5000,"Banks (5000)",SG,,20160930,34677,Y,Y,NULL,NULL,NULL
,"01 Asian Currency Unit",,30357826,,,Cancellation,02.09.16,02.09.16,"Forex Forward","Forex Forward:  (GBP/USD 1.33150200)",USD/GBP,USD,439395.66,GBP,439395.66,XXXXX,,OUT,,Bank,5000,"Banks (5000)",SG,,20160930,34679,Y,Y,NULL,NULL,NULL
,"01 Asian Currency Unit",,30819690,30819688,,Cancellation,05.09.16,05.09.16,"FX Swap Far Leg (12)","Forex Swap Far Leg:  (USD/THB 34.680000)",THB/USD,THB,57222000.00,USD,57222000.00,"Secured Data",,IN,,Non-Bank,1000,"Private households (1000)",SG,,20160930,34706,Y,Y,NULL,NULL,NULL
,"01 Asian Currency Unit",,30820035,30820033,,Cancellation,05.09.16,05.09.16,"FX Swap Far Leg (12)","Forex Swap Far Leg:  (USD/THB 34.67500000)",USD/THB,USD,1650000.00,THB,1650000.00,XXXXX,,OUT,,Bank,5000,"Banks (5000)",SG,,20160930,34712,Y,Y,NULL,NULL,NULL
,"01 Asian Currency Unit",,30847501,30847499,876029,Cancellation,06.09.16,06.09.16,"FX Basis Swap Near Leg","FX Basis Swap Near Leg: ZAR -4,332,000 (USD/ZAR 14.21700000)",ZAR/USD,ZAR,4765200.00,USD,4765200.00,XXXXX,,OUT,,Bank,5000,"Banks (5000)",SG,,20160930,38441,Y,Y,NULL,NULL,NULL
,"01 Asian Currency Unit",,30847502,30847499,876029,Cancellation,06.09.16,06.09.16,"FX Basis Swap Far Leg","FX Basis Swap Far Leg:  (USD/ZAR 14.46850000)",USD/ZAR,USD,329349.97,ZAR,329349.97,XXXXX,,OUT,,Bank,5000,"Banks (5000)",SG,,20160930,38443,Y,Y,NULL,NULL,NULL
,"01 Asian Currency Unit",,30870731,30870729,,Cancellation,08.09.16,08.09.16,"FX Swap Far Leg (12)","Forex Swap Far Leg:  (EUR/GBP 0.843300)",EUR/GBP,EUR,2200000.00,GBP,2200000.00,"Secured Data",,OUT,,Non-Bank,4650,"Trusts where the beneficial holder is a natural person",SG,,20160930,39095,Y,Y,NULL,NULL,NULL
,"01 Asian Currency Unit",,30870749,30870747,,Cancellation,08.09.16,08.09.16,"FX Swap Far Leg (12)","Forex Swap Far Leg:  (EUR/GBP 0.84346000)",GBP/EUR,GBP,1855612.00,EUR,1855612.00,XXXXX,,OUT,,Bank,5000,"Banks (5000)",SG,,20160930,39097,Y,Y,NULL,NULL,NULL
,"01 Asian Currency Unit",,30872127,,,Cancellation,08.09.16,08.09.16,"Forex Spot","Forex Spot: CNY -20,928.28 (USD/CNY 6.740740)",CNY/USD,CNY,23021.11,USD,23021.11,"Secured Data",,OUT,,Non-Bank,4650,"Trusts where the beneficial holder is a natural person",SG,,20160930,39120,Y,Y,NULL,NULL,NULL
,"01 Asian Currency Unit",,30872144,,,Cancellation,08.09.16,08.09.16,"Forex Spot","Forex Spot: CNY -84,291.94 (USD/CNY 6.740740)",CNY/USD,CNY,92721.13,USD,92721.13,"Secured Data",,OUT,,Non-Bank,4650,"Trusts where the beneficial holder is a natural person",SG,,20160930,39122,Y,Y,NULL,NULL,NULL
,"01 Asian Currency Unit",,30872373,,,Cancellation,08.09.16,08.09.16,"Forex Spot","Forex Spot: CNY 84,291.94 (USD/CNY 6.67400000)",USD/CNY,USD,13892.89,CNY,13892.89,XXXXX,,OUT,,Bank,5000,"Banks (5000)",SG,,20160930,39124,Y,Y,NULL,NULL,NULL
,"01 Asian Currency Unit",,30872383,,,Cancellation,08.09.16,08.09.16,"Forex Spot","Forex Spot: USD -3,135.79 (USD/CNY 6.67400000)",USD/CNY,USD,3449.37,CNY,3449.37,XXXXX,,OUT,,Bank,5000,"Banks (5000)",SG,,20160930,39127,Y,Y,NULL,NULL,NULL
,"01 Asian Currency Unit",,30873867,,5267759,Cancellation,08.09.16,08.09.16,"Forex Spot","Forex Spot: CNY -3,325,000 (USD/CNY 6.650000)",CNY/USD,CNY,3657500.00,USD,3657500.00,"Secured Data",,IN,,Non-Bank,1000,"Private households (1000)",SG,,20160930,39134,Y,Y,NULL,NULL,NULL
,"01 Asian Currency Unit",,30873947,,,Cancellation,08.09.16,08.09.16,"Forex Spot","Forex Spot: CNY 3,325,000 (USD/CNY 6.65000000)",USD/CNY,USD,550000.00,CNY,550000.00,XXXXX,,OUT,,Bank,5000,"Banks (5000)",SG,,20160930,39136,Y,Y,NULL,NULL,NULL
,"01 Asian Currency Unit",,30892440,,,Cancellation,09.09.16,09.09.16,"Forex Spot","Forex Spot: USD -3,957.63 (USD/IDR 13023.400000)",USD/IDR,USD,4353.39,IDR,4353.39,"Secured Data",,OUT,,Non-Bank,4650,"Trusts where the beneficial holder is a natural person",SG,,20160930,39375,Y,Y,NULL,NULL,NULL
,"01 Asian Currency Unit",,30892474,,,Cancellation,09.09.16,09.09.16,"Forex Spot","Forex Spot: IDR -51,541,823.25 (USD/IDR 13053.40000000)",IDR/USD,IDR,56696005.58,USD,56696005.58,XXXXX,,OUT,,Bank,5000,"Banks (5000)",SG,,20160930,39378,Y,Y,NULL,NULL,NULL
,"01 Asian Currency Unit",,30892475,,5270821,Cancellation,09.09.16,09.09.16,"Forex Spot","Forex Spot: IDR -51,403,212 (USD/IDR 13053.400000)",IDR/USD,IDR,56543533.20,USD,56543533.20,XXXXX,,OUT,,Bank,5000,"Banks (5000)",SG,,20160930,39380,Y,Y,NULL,NULL,NULL
,"01 Asian Currency Unit",,30892478,,,Cancellation,09.09.16,09.09.16,"Forex Spot","Forex Spot: IDR 51,403,212 (USD/IDR 13053.40000000)",USD/IDR,USD,4331.71,IDR,4331.71,XXXXX,,OUT,,Bank,5000,"Banks (5000)",SG,,20160930,39382,Y,Y,NULL,NULL,NULL
,"02 Domestic Banking Unit",,30956891,,5283609,Cancellation,15.09.16,15.09.16,"Forex Spot","Forex Spot: SGD 136,550 (USD/SGD 1.365500)",USD/SGD,USD,110000.00,SGD,110000.00,"Secured Data",,IN,,Non-Bank,1000,"Private households (1000)",SG,,20160930,40234,Y,Y,NULL,NULL,NULL
,"02 Domestic Banking Unit",,30956894,,,Cancellation,15.09.16,15.09.16,"Forex Spot","Forex Spot: USD 100,000 (USD/SGD 1.36580000)",SGD/USD,SGD,150238.00,USD,150238.00,XXXXX,,OUT,,Bank,5000,"Banks (5000)",SG,,20160930,40236,Y,Y,NULL,NULL,NULL
,"01 Asian Currency Unit",,30959313,30959312,881654,Cancellation,15.09.16,15.09.16,"FX Basis Swap Near Leg","FX Basis Swap Near Leg: USD 99,662.68 (USD/RUB 65.22000000)",RUB/USD,RUB,7150000.00,USD,7150000.00,XXXXX,,OUT,,Bank,5000,"Banks (5000)",SG,,20160930,40329,Y,Y,NULL,NULL,NULL
,"01 Asian Currency Unit",,30959314,30959312,881654,Cancellation,15.09.16,15.09.16,"FX Basis Swap Far Leg","FX Basis Swap Far Leg:  (USD/RUB 65.44062000)",USD/RUB,USD,109259.36,RUB,109259.36,XXXXX,,OUT,,Bank,5000,"Banks (5000)",SG,,20160930,40331,Y,Y,NULL,NULL,NULL
,"01 Asian Currency Unit",,30970704,,,Cancellation,16.09.16,16.09.16,"Forex Spot","Forex Spot: EUR -76,758.91 (EUR/USD 1.12380000)",EUR/USD,EUR,84434.80,USD,84434.80,XXXXX,,OUT,,Bank,5000,"Banks (5000)",SG,,20160930,40442,Y,Y,NULL,NULL,NULL
,"01 Asian Currency Unit",,30970960,,,Cancellation,16.09.16,16.09.16,"Forex Spot","Forex Spot: EUR -16,804.02 (EUR/USD 1.12370000)",EUR/USD,EUR,18484.42,USD,18484.42,XXXXX,,OUT,,Bank,5000,"Banks (5000)",SG,,20160930,40448,Y,Y,NULL,NULL,NULL
,"01 Asian Currency Unit",,30984164,,,Cancellation,19.09.16,19.09.16,"Forex Spot","Forex Spot: USD 135,443.37 (EUR/USD 1.116900)",EUR/USD,EUR,133393.95,USD,133393.95,"Secured Data",,OUT,,Non-Bank,1000,"Private households (1000)",SG,,20160930,40807,Y,Y,NULL,NULL,NULL
,"01 Asian Currency Unit",,30984176,,,Cancellation,19.09.16,19.09.16,"Forex Spot","Forex Spot: EUR 121,267.23 (EUR/USD 1.11690000)",USD/EUR,USD,148987.71,EUR,148987.71,XXXXX,,OUT,,Bank,5000,"Banks (5000)",SG,,20160930,40809,Y,Y,NULL,NULL,NULL
,"01 Asian Currency Unit",,30988641,,,Cancellation,19.09.16,19.09.16,"Forex Spot","Forex Spot: GBP -5,000,000 (GBP/USD 1.304045)",GBP/USD,GBP,5500000.00,USD,5500000.00,"Secured Data",,OUT,,Non-Bank,4650,"Trusts where the beneficial holder is a natural person",LI,,20160930,40977,Y,Y,NULL,NULL,NULL
,"01 Asian Currency Unit",,30988746,,,Cancellation,19.09.16,19.09.16,"Forex Spot","Forex Spot: USD -6,526,750 (GBP/USD 1.30535000)",USD/GBP,USD,7179425.00,GBP,7179425.00,XXXXX,,OUT,,Bank,5000,"Banks (5000)",HK,,20160930,40982,Y,Y,NULL,NULL,NULL
,"01 Asian Currency Unit",,30990866,,,Cancellation,19.09.16,19.09.16,"Forex Spot","Forex Spot: JPY 101,627,330 (USD/JPY 101.627330)",USD/JPY,USD,1100000.00,JPY,1100000.00,"Secured Data",,IN,,Non-Bank,1000,"Private households (1000)",LI,,20160930,40996,Y,Y,NULL,NULL,NULL
,"01 Asian Currency Unit",,30992754,,,Cancellation,19.09.16,19.09.16,"Forex Spot","Forex Spot: USD 1,000,000 (USD/JPY 101.78000000)",JPY/USD,JPY,111958000.00,USD,111958000.00,XXXXX,,OUT,,Bank,5000,"Banks (5000)",LI,,20160930,41005,Y,Y,NULL,NULL,NULL
,"01 Asian Currency Unit",,30985783,30985782,882576,Cancellation,19.09.16,19.09.16,"FX Basis Swap Near Leg","FX Basis Swap Near Leg: CNY -20,000,000 (USD/CNY 6.66570000)",CNY/USD,CNY,22000000.00,USD,22000000.00,XXXXX,,OUT,,Bank,5000,"Banks (5000)",SG,,20160930,41023,Y,Y,NULL,NULL,NULL
,"01 Asian Currency Unit",,30985784,30985782,882576,Cancellation,19.09.16,19.09.16,"FX Basis Swap Far Leg","FX Basis Swap Far Leg:  (USD/CNY 6.70500000)",USD/CNY,USD,3281133.48,CNY,3281133.48,XXXXX,,OUT,,Bank,5000,"Banks (5000)",SG,,20160930,41025,Y,Y,NULL,NULL,NULL
,"01 Asian Currency Unit",,31002414,,,Cancellation,20.09.16,20.09.16,"Forex Spot","Forex Spot: INR -1,153,729.57 (USD/INR 66.99000000)",INR/USD,INR,1269102.53,USD,1269102.53,XXXXX,,OUT,,Bank,5000,"Banks (5000)",SG,,20160930,41279,Y,Y,NULL,NULL,NULL
,"01 Asian Currency Unit",,31047961,31047959,,Cancellation,23.09.16,23.09.16,"FX Swap Far Leg (12)","Forex Swap Far Leg:  (AUD/NZD 1.049330)",NZD/AUD,NZD,1154263.00,AUD,1154263.00,"Secured Data",,IN,,Non-Bank,4650,"Trusts where the beneficial holder is a natural person",SG,,20160930,41816,Y,Y,NULL,NULL,NULL
,"01 Asian Currency Unit",,31048010,31048008,,Cancellation,23.09.16,23.09.16,"FX Swap Far Leg (12)","Forex Swap Far Leg:  (AUD/NZD 1.04903000)",AUD/NZD,AUD,1100000.00,NZD,1100000.00,XXXXX,,OUT,,Bank,5000,"Banks (5000)",SG,,20160930,41818,Y,Y,NULL,NULL,NULL
,"01 Asian Currency Unit",,31074418,,,Cancellation,26.09.16,26.09.16,"Forex Spot","Forex Spot: NZD -2,107,222 (AUD/NZD 1.053611)",NZD/AUD,NZD,2317944.20,AUD,2317944.20,"Secured Data",,OUT,,Non-Bank,4650,"Trusts where the beneficial holder is a natural person",SG,,20160930,42276,Y,Y,NULL,NULL,NULL
,"01 Asian Currency Unit",,31074442,,,Cancellation,26.09.16,26.09.16,"Forex Spot","Forex Spot: AUD -2,000,000 (AUD/NZD 1.05255900)",AUD/NZD,AUD,2200000.00,NZD,2200000.00,XXXXX,,OUT,,Bank,5000,"Banks (5000)",SG,,20160930,42280,Y,Y,NULL,NULL,NULL
,"01 Asian Currency Unit",,31075601,,,Cancellation,26.09.16,26.09.16,"Forex Spot","Forex Spot: MYR 69,074.25 (USD/MYR 4.083740)",USD/MYR,USD,18605.91,MYR,18605.91,"Secured Data",,OUT,,Non-Bank,1000,"Private households (1000)",LI,,20160930,42283,Y,Y,NULL,NULL,NULL
,"01 Asian Currency Unit",,31075604,,,Cancellation,26.09.16,26.09.16,"Forex Spot","Forex Spot: USD -8,013.03 (USD/MYR 4.083740)",USD/MYR,USD,8814.33,MYR,8814.33,"Secured Data",,OUT,,Non-Bank,1000,"Private households (1000)",LI,,20160930,42286,Y,Y,NULL,NULL,NULL
,"01 Asian Currency Unit",,31075606,,,Cancellation,26.09.16,26.09.16,"Forex Spot","Forex Spot: USD -19,881.6 (USD/MYR 4.083740)",USD/MYR,USD,21869.76,MYR,21869.76,"Secured Data",,OUT,,Non-Bank,4650,"Trusts where the beneficial holder is a natural person",LI,,20160930,42289,Y,Y,NULL,NULL,NULL
,"01 Asian Currency Unit",,31075626,,,Cancellation,26.09.16,26.09.16,"Forex Spot","Forex Spot: USD 16,745.27 (USD/MYR 4.12500000)",MYR/USD,MYR,75981.68,USD,75981.68,XXXXX,,OUT,,Bank,5000,"Banks (5000)",LI,,20160930,42295,Y,Y,NULL,NULL,NULL
,"01 Asian Currency Unit",,31075633,,,Cancellation,26.09.16,26.09.16,"Forex Spot","Forex Spot: USD 7,932.88 (USD/MYR 4.12500000)",MYR/USD,MYR,35995.45,USD,35995.45,XXXXX,,OUT,,Bank,5000,"Banks (5000)",LI,,20160930,42298,Y,Y,NULL,NULL,NULL
,"01 Asian Currency Unit",,31075635,,,Cancellation,26.09.16,26.09.16,"Forex Spot","Forex Spot: USD 19,682.73 (USD/MYR 4.12500000)",MYR/USD,MYR,89310.41,USD,89310.41,XXXXX,,OUT,,Bank,5000,"Banks (5000)",LI,,20160930,42301,Y,Y,NULL,NULL,NULL
,"01 Asian Currency Unit",,31115122,31115120,,Cancellation,27.09.16,29.09.16,"FX Swap Far Leg (12)","Forex Swap Far Leg:  (EUR/AUD 1.462350)",AUD/EUR,AUD,1608585.00,EUR,1608585.00,"Secured Data",,IN,,Non-Bank,1000,"Private households (1000)",SG,,20160930,42405,Y,Y,NULL,NULL,NULL
,"01 Asian Currency Unit",,31115373,31115371,,Cancellation,27.09.16,29.09.16,"FX Swap Far Leg (12)","Forex Swap Far Leg:  (EUR/AUD 1.46228000)",EUR/AUD,EUR,1100000.00,AUD,1100000.00,XXXXX,,OUT,,Bank,5000,"Banks (5000)",SG,,20160930,42407,Y,Y,NULL,NULL,NULL
,"01 Asian Currency Unit",,31081401,,5313029,Cancellation,27.09.16,27.09.16,"Forex Spot","Forex Spot: IDR 130,427,796 (USD/IDR 13066.600000)",USD/IDR,USD,10979.95,IDR,10979.95,XXXXX,,OUT,,Bank,5000,"Banks (5000)",SG,,20160930,42416,Y,Y,NULL,NULL,NULL
,"01 Asian Currency Unit",,31081402,,,Cancellation,27.09.16,27.09.16,"Forex Spot","Forex Spot: IDR -130,427,796 (USD/IDR 13066.60000000)",IDR/USD,IDR,143470575.60,USD,143470575.60,XXXXX,,OUT,,Bank,5000,"Banks (5000)",SG,,20160930,42418,Y,Y,NULL,NULL,NULL
,"01 Asian Currency Unit",,31081413,,5313036,Cancellation,27.09.16,27.09.16,"Forex Spot","Forex Spot: IDR -130,427,796 (USD/IDR 13085.600000)",IDR/USD,IDR,143470575.60,USD,143470575.60,"Secured Data",,OUT,,Non-Bank,1000,"Private households (1000)",SG,,20160930,42422,Y,Y,NULL,NULL,NULL
,"01 Asian Currency Unit",,31081433,,,Cancellation,27.09.16,27.09.16,"Forex Spot","Forex Spot: USD -9,981.77 (USD/IDR 13066.60000000)",USD/IDR,USD,10979.95,IDR,10979.95,XXXXX,,OUT,,Bank,5000,"Banks (5000)",SG,,20160930,42425,Y,Y,NULL,NULL,NULL
,"01 Asian Currency Unit",,31082004,,5313075,Cancellation,27.09.16,27.09.16,"Forex Spot","Forex Spot: IDR -130,427,796 (USD/IDR 13066.600000)",IDR/USD,IDR,143470575.60,USD,143470575.60,"Secured Data",,OUT,,Non-Bank,1000,"Private households (1000)",SG,,20160930,42431,Y,Y,NULL,NULL,NULL
,"01 Asian Currency Unit",,31082012,,,Cancellation,27.09.16,27.09.16,"Forex Spot","Forex Spot: IDR 130,427,796 (USD/IDR 13066.60000000)",USD/IDR,USD,10979.95,IDR,10979.95,XXXXX,,OUT,,Bank,5000,"Banks (5000)",SG,,20160930,42433,Y,Y,NULL,NULL,NULL
,"01 Asian Currency Unit",,31098771,31098769,,Cancellation,28.09.16,28.09.16,"FX Swap Far Leg (12)","Forex Swap Far Leg:  (EUR/USD 1.119200)",EUR/USD,EUR,264766.59,USD,264766.59,"Secured Data",,OUT,,Non-Bank,1000,"Private households (1000)",SG,,20160930,42648,Y,Y,NULL,NULL,NULL
,"01 Asian Currency Unit",,31100086,31100084,,Cancellation,28.09.16,28.09.16,"FX Swap Far Leg (12)","Forex Swap Far Leg:  (EUR/USD 1.11930000)",USD/EUR,USD,296353.24,EUR,296353.24,XXXXX,,OUT,,Bank,5000,"Banks (5000)",HK,,20160930,42650,Y,Y,NULL,NULL,NULL
,"01 Asian Currency Unit",,31100607,,,Cancellation,28.09.16,28.09.16,"Forex Spot","Forex Spot: EUR 26,787.57 (EUR/USD 1.122500)",USD/EUR,USD,33075.96,EUR,33075.96,"Secured Data",,OUT,,Non-Bank,1000,"Private households (1000)",SG,,20160930,42900,Y,Y,NULL,NULL,NULL
,"01 Asian Currency Unit",,31100632,,,Cancellation,28.09.16,28.09.16,"Forex Spot","Forex Spot: EUR -26,787.57 (EUR/USD 1.12050000)",EUR/USD,EUR,29466.33,USD,29466.33,XXXXX,,OUT,,Bank,5000,"Banks (5000)",SG,,20160930,42902,Y,Y,NULL,NULL,NULL
,"01 Asian Currency Unit",,31115076,,,Cancellation,29.09.16,29.09.16,"Forex Spot","Forex Spot: USD 20,534.76 (USD/INR 66.58000000)",INR/USD,INR,1503924.47,USD,1503924.47,XXXXX,,OUT,,Bank,5000,"Banks (5000)",SG,,20160930,43156,Y,Y,NULL,NULL,NULL
