entity,acu_dbu,user,order_number,original_order,trade_id,deal,trade_date,verification_date,fx_type,fx_trade,currency_pair,buy_currency,amount_buy,sell_currency,amount_sell,bp_id,bp_key,sg,domicile,bank,sector_user_id,sector_description,execution_country,order_country,business_date,id,dml_allowed,in_use,test_col1,test_col2,test_col3
,,userabc,58035853,,,Cancellation,01.09.16,01.09.16,"Forex Spot","Forex Spot: USD -8,252.91 (USD/CHF 0.972441)",USD/CHF,USD,9078.20,CHF,9078.20,"Secured Data",,OUT,,Non-Bank,4650,"Trusts where the beneficial holder is a natural person test",LI,,20160930,60,N,Y,NULL,NULL,NULL
,,,58035870,,,Cancellation,01.09.16,01.09.16,"Forex Spot","Forex Spot: CHF -8,025.47 (USD/CHF 0.98725000)",CHF/USD,CHF,8828.02,USD,8828.02,XXXXX,,OUT,,Bank,5200,"Banks and securities brokers (acc. to BO) (5200)",CH,,20160930,62,Y,Y,NULL,NULL,NULL
,,,58038602,,,Cancellation,01.09.16,01.09.16,"Forex Spot","Forex Spot: EUR -41,325.68 (EUR/CHF 1.095545)",EUR/CHF,EUR,45458.25,CHF,45458.25,"Secured Data",,OUT,,Non-Bank,1000,"Private households (1000)",LI,,20160930,126,Y,Y,NULL,NULL,NULL
,,,58038644,,,Cancellation,01.09.16,01.09.16,"Forex Spot","Forex Spot: CHF -45,398.12 (EUR/CHF 1.09854500)",CHF/EUR,CHF,49937.93,EUR,49937.93,XXXXX,,OUT,,Bank,5200,"Banks and securities brokers (acc. to BO) (5200)",CH,,20160930,129,N,Y,NULL,NULL,NULL
,,,58040836,,,Cancellation,01.09.16,01.09.16,"Forex Spot","Forex Spot: EUR 12,691.57 (EUR/CHF 1.09829400)",CHF/EUR,CHF,15332.99,EUR,15332.99,XXXXX,,OUT,,Bank,5200,"Banks and securities brokers (acc. to BO) (5200)",#CH,,20160930,158,Y,Y,NULL,NULL,NULL
,,,58040845,,,Cancellation,01.09.16,01.09.16,"Forex Spot","Forex Spot: CHF -15,315.64 (EUR/CHF 1.09802200)",CHF/EUR,CHF,16847.20,EUR,16847.20,XXXXX,,OUT,,Bank,5200,"Banks and securities brokers (acc. to BO) (5200)",#CH,,20160930,160,Y,Y,NULL,NULL,NULL
,,,58047332,,471527,Cancellation,01.09.16,01.09.16,"Forex Forward","Forex Forward:  (EUR/USD 1.12460000)",EUR/USD,EUR,978125.56,USD,978125.56,"Secured Data",,OUT,,Non-Bank,1000,"Private households (1000)",LI,,20160930,308,Y,Y,NULL,NULL,NULL
,,,58047525,,471528,Cancellation,01.09.16,01.09.16,"Forex Forward","Forex Forward:  (EUR/USD 1.12460000)",EUR/USD,EUR,978125.56,USD,978125.56,"Secured Data",,OUT,,Non-Bank,1000,"Private households (1000)",LI,,20160930,310,Y,Y,NULL,NULL,NULL
,,,58049477,,,Cancellation,01.09.16,01.09.16,"Forex Forward","Forex Forward:  (EUR/USD 1.12520000)",USD/EUR,USD,1100000.00,EUR,1100000.00,XXXXX,,OUT,,Bank,5200,"Banks and securities brokers (acc. to BO) (5200)",CH,,20160930,314,Y,Y,NULL,NULL,NULL
,,,58049490,,,Cancellation,01.09.16,01.09.16,"Forex Forward","Forex Forward:  (EUR/USD 1.12520000)",USD/EUR,USD,1100000.00,EUR,1100000.00,XXXXX,,OUT,,Bank,5200,"Banks and securities brokers (acc. to BO) (5200)",CH,,20160930,316,Y,Y,NULL,NULL,NULL
,,,58074588,,,Cancellation,02.09.16,02.09.16,"Forex Forward","Forex Forward:  (EUR/USD 1.118080)",EUR/USD,EUR,983829.42,USD,983829.42,"Secured Data",,OUT,,Non-Bank,1000,"Private households (1000)",LI,,20160930,636,Y,Y,NULL,NULL,NULL
,,,58074657,,,Cancellation,02.09.16,02.09.16,"Forex Forward","Forex Forward:  (EUR/USD 1.12020000)",USD/EUR,USD,1100000.00,EUR,1100000.00,XXXXX,,OUT,,Bank,5200,"Banks and securities brokers (acc. to BO) (5200)",CH,,20160930,638,Y,Y,NULL,NULL,NULL
,,,58074795,,,Cancellation,02.09.16,02.09.16,"Forex Forward","Forex Forward:  (EUR/USD 1.117200)",EUR/USD,EUR,984604.37,USD,984604.37,"Secured Data",,OUT,,Non-Bank,1000,"Private households (1000)",LI,,20160930,640,Y,Y,NULL,NULL,NULL
,,,58074890,,,Cancellation,02.09.16,02.09.16,"Forex Forward","Forex Forward:  (EUR/USD 1.11820000)",USD/EUR,USD,1100000.00,EUR,1100000.00,XXXXX,,OUT,,Bank,5200,"Banks and securities brokers (acc. to BO) (5200)",CH,,20160930,642,Y,Y,NULL,NULL,NULL
,,,58580020,,,Cancellation,06.09.16,06.09.16,"Forex Spot","Forex Spot: EUR 526.85 (EUR/USD 1.125324)",USD/EUR,USD,652.17,EUR,652.17,"Secured Data",,OUT,,Non-Bank,1000,"Private households (1000)",LI,,20160930,1174,Y,Y,NULL,NULL,NULL
,,,58580067,,,Cancellation,06.09.16,06.09.16,"Forex Spot","Forex Spot: EUR -526.85 (EUR/USD 1.11680000)",EUR/USD,EUR,579.54,USD,579.54,XXXXX,,OUT,,Bank,5200,"Banks and securities brokers (acc. to BO) (5200)",CH,,20160930,1176,Y,Y,NULL,NULL,NULL
,,,58696221,,,Cancellation,09.09.16,12.09.16,"FX Spot ACDC","USD -12,460.32 (GBP/USD 1.570000)",USD/GBP,USD,13706.35,GBP,13706.35,XXXXX,,OUT,,Bank,5200,"Banks and securities brokers (acc. to BO) (5200)",LI,,20160930,1999,Y,Y,NULL,NULL,NULL
,,,58672188,58672186,879477,Cancellation,09.09.16,09.09.16,"FX Swap Far Leg (12)","Forex Swap Far Leg:  (EUR/USD 1.12500000)",EUR/USD,EUR,935000.00,USD,935000.00,"Secured Data",,OUT,,Non-Bank,4650,"Trusts where the beneficial holder is a natural person",LI,,20160930,2005,Y,Y,NULL,NULL,NULL
,,,58672207,58672205,,Cancellation,09.09.16,09.09.16,"FX Swap Far Leg (12)","Forex Swap Far Leg:  (EUR/USD 1.12610000)",USD/EUR,USD,1052903.50,EUR,1052903.50,XXXXX,,OUT,,Bank,5200,"Banks and securities brokers (acc. to BO) (5200)",#CH,,20160930,2007,Y,Y,NULL,NULL,NULL
,,,58658807,,,Cancellation,09.09.16,09.09.16,"Forex Spot","Forex Spot: RUB 7,189,573.4 (EUR/RUB 71.895734)",EUR/RUB,EUR,110000.00,RUB,110000.00,"Secured Data",,OUT,,Non-Bank,1000,"Private households (1000)",LI,,20160930,2064,Y,Y,NULL,NULL,NULL
,,,58658898,,,Cancellation,09.09.16,09.09.16,"Forex Spot","Forex Spot: RUB -7,215,000 (EUR/RUB 72.15000000)",RUB/EUR,RUB,7936500.00,EUR,7936500.00,XXXXX,,OUT,,Bank,5200,"Banks and securities brokers (acc. to BO) (5200)",CH,,20160930,2068,Y,Y,NULL,NULL,NULL
,,,58662912,,,Cancellation,09.09.16,09.09.16,"Forex Spot","Forex Spot: USD 556,744.22 (EUR/USD 1.12730000)",EUR/USD,EUR,543261.46,USD,543261.46,XXXXX,,OUT,,Bank,5200,"Banks and securities brokers (acc. to BO) (5200)",#CH,,20160930,2379,Y,Y,NULL,NULL,NULL
,,,58662970,,,Cancellation,09.09.16,09.09.16,"Forex Spot","Forex Spot: USD 368,902.69 (EUR/USD 1.12730000)",EUR/USD,EUR,359968.92,USD,359968.92,XXXXX,,OUT,,Bank,5200,"Banks and securities brokers (acc. to BO) (5200)",#CH,,20160930,2383,Y,Y,NULL,NULL,NULL
,,,58698597,,,Cancellation,12.09.16,12.09.16,"Forex Forward","Forex Forward:  (EUR/CHF -3.902673)",CHF/EUR,CHF,-38636.47,EUR,-38636.47,"Secured Data",,OUT,,Non-Bank,1000,"Private households (1000)",LI,,20160930,3056,Y,Y,NULL,NULL,NULL
,,,58698608,,,Cancellation,12.09.16,12.09.16,"Forex Forward","Forex Forward:  (EUR/CHF -3.902673)",CHF/EUR,CHF,-25757.64,EUR,-25757.64,"Secured Data",,OUT,,Non-Bank,1000,"Private households (1000)",LI,,20160930,3058,Y,Y,NULL,NULL,NULL
,,,58709074,,,Cancellation,12.09.16,12.09.16,"Forex Forward","Forex Forward:  (EUR/CHF -3.90650000)",EUR/CHF,EUR,9900.00,CHF,9900.00,XXXXX,,OUT,,Bank,5200,"Banks and securities brokers (acc. to BO) (5200)",CH,,20160930,3088,Y,Y,NULL,NULL,NULL
,,,58709076,,,Cancellation,12.09.16,12.09.16,"Forex Forward","Forex Forward:  (EUR/CHF -3.90650000)",EUR/CHF,EUR,6600.00,CHF,6600.00,XXXXX,,OUT,,Bank,5200,"Banks and securities brokers (acc. to BO) (5200)",CH,,20160930,3090,Y,Y,NULL,NULL,NULL
,,,58710138,,477586,Cancellation,12.09.16,12.09.16,"Forex Forward","Forex Forward:  (EUR/CHF 1.0930003828)",CHF/EUR,CHF,10820.70,EUR,10820.70,"Secured Data",,OUT,,Non-Bank,1000,"Private households (1000)",LI,,20160930,3096,Y,Y,NULL,NULL,NULL
,,,58710149,,,Cancellation,12.09.16,12.09.16,"Forex Forward","Forex Forward:  (EUR/CHF 1.09300000)",EUR/CHF,EUR,9900.00,CHF,9900.00,XXXXX,,OUT,,Bank,5200,"Banks and securities brokers (acc. to BO) (5200)",#CH,,20160930,3098,Y,Y,NULL,NULL,NULL
,,,58710240,,477590,Cancellation,12.09.16,12.09.16,"Forex Forward","Forex Forward:  (EUR/CHF 1.0930003828)",CHF/EUR,CHF,10820.70,EUR,10820.70,"Secured Data",,OUT,,Non-Bank,1000,"Private households (1000)",LI,,20160930,3100,Y,Y,NULL,NULL,NULL
,,,58710251,,477591,Cancellation,12.09.16,12.09.16,"Forex Forward","Forex Forward:  (EUR/CHF 1.0930003828)",CHF/EUR,CHF,10820.70,EUR,10820.70,"Secured Data",,OUT,,Non-Bank,1000,"Private households (1000)",LI,,20160930,3102,Y,Y,NULL,NULL,NULL
,,,58710436,,,Cancellation,12.09.16,12.09.16,"Forex Forward","Forex Forward:  (EUR/CHF 1.09300000)",EUR/CHF,EUR,9900.00,CHF,9900.00,XXXXX,,OUT,,Bank,5200,"Banks and securities brokers (acc. to BO) (5200)",#CH,,20160930,3104,Y,Y,NULL,NULL,NULL
,,,58710700,,,Cancellation,12.09.16,12.09.16,"Forex Forward","Forex Forward:  (EUR/CHF 1.09300000)",EUR/CHF,EUR,9900.00,CHF,9900.00,XXXXX,,OUT,,Bank,5200,"Banks and securities brokers (acc. to BO) (5200)",#CH,,20160930,3106,Y,Y,NULL,NULL,NULL
,,,58754548,58754546,,Cancellation,14.09.16,14.09.16,"FX Swap Far Leg (12)","Forex Swap Far Leg:  (EUR/CHF 1.098183)",CHF/EUR,CHF,6600.00,EUR,6600.00,"Secured Data",,OUT,,Non-Bank,4650,"Trusts where the beneficial holder is a natural person",LI,,20160930,3507,Y,Y,NULL,NULL,NULL
,,,58754575,58754573,,Cancellation,14.09.16,14.09.16,"FX Swap Far Leg (12)","Forex Swap Far Leg:  (EUR/CHF 1.09708700)",EUR/CHF,EUR,6015.93,CHF,6015.93,XXXXX,,OUT,,Bank,5200,"Banks and securities brokers (acc. to BO) (5200)",CH,,20160930,3509,Y,Y,NULL,NULL,NULL
,,,58764180,,,Cancellation,14.09.16,14.09.16,"Forex Spot","Forex Spot: USD -271,531.9 (EUR/USD 1.125500)",USD/EUR,USD,298685.09,EUR,298685.09,"Secured Data",,OUT,,Non-Bank,4300,"(operational) financial companies not subjected to banking law or any comparable control (4300)",LI,,20160930,3791,Y,Y,NULL,NULL,NULL
,,,58764834,,,Cancellation,14.09.16,14.09.16,"Forex Spot","Forex Spot: USD 271,531.9 (EUR/USD 1.12270000)",EUR/USD,EUR,266041.77,USD,266041.77,XXXXX,,OUT,,Bank,5200,"Banks and securities brokers (acc. to BO) (5200)",CH,,20160930,3795,Y,Y,NULL,NULL,NULL
,,,58803776,58803774,,Cancellation,15.09.16,15.09.16,"FX Swap Far Leg (12)","Forex Swap Far Leg:  (EUR/USD 1.129825)",USD/EUR,USD,2120800.00,EUR,2120800.00,"Secured Data",,OUT,,Non-Bank,1000,"Private households (1000)",LI,,20160930,3936,Y,Y,NULL,NULL,NULL
,,,58804495,58804492,,Cancellation,15.09.16,15.09.16,"FX Swap Far Leg (12)","Forex Swap Far Leg:  (EUR/USD 1.12870000)",EUR/USD,EUR,1878975.81,USD,1878975.81,XXXXX,,OUT,,Bank,5200,"Banks and securities brokers (acc. to BO) (5200)",CH,,20160930,3938,Y,Y,NULL,NULL,NULL
,,,58807079,58807077,881823,Cancellation,15.09.16,15.09.16,"FX Swap Far Leg (12)","Forex Swap Far Leg:  (GBP/USD 1.31900000)",GBP/USD,GBP,2501895.37,USD,2501895.37,"Secured Data",,OUT,,Non-Bank,1000,"Private households (1000)",LI,,20160930,3949,Y,Y,NULL,NULL,NULL
,,,58807086,58807084,,Cancellation,15.09.16,15.09.16,"FX Swap Far Leg (12)","Forex Swap Far Leg:  (GBP/USD 1.31900000)",USD/GBP,USD,3300000.00,GBP,3300000.00,XXXXX,,OUT,,Bank,5200,"Banks and securities brokers (acc. to BO) (5200)",#CH,,20160930,3951,Y,Y,NULL,NULL,NULL
,,,58797782,,,Cancellation,15.09.16,15.09.16,"Forex Spot","Forex Spot: USD 891.87 (EUR/USD 1.119531)",EUR/USD,EUR,876.32,USD,876.32,"Secured Data",,OUT,,Non-Bank,1000,"Private households (1000)",LI,,20160930,4024,Y,Y,NULL,NULL,NULL
,,,58797795,,,Cancellation,15.09.16,15.09.16,"Forex Spot","Forex Spot: EUR 796.65 (EUR/USD 1.12290000)",USD/EUR,USD,984.02,EUR,984.02,XXXXX,,OUT,,Bank,5200,"Banks and securities brokers (acc. to BO) (5200)",CH,,20160930,4026,Y,Y,NULL,NULL,NULL
,,,58821330,,,Cancellation,16.09.16,16.09.16,"Forex Spot","Forex Spot: EUR -39,197.78 (EUR/USD 1.119781)",EUR/USD,EUR,43117.56,USD,43117.56,"Secured Data",,OUT,,Non-Bank,1000,"Private households (1000)",LI,,20160930,4285,Y,Y,NULL,NULL,NULL
,,,58821344,,,Cancellation,16.09.16,16.09.16,"Forex Spot","Forex Spot: USD -43,892.93 (EUR/USD 1.12315000)",USD/EUR,USD,48282.22,EUR,48282.22,XXXXX,,OUT,,Bank,5200,"Banks and securities brokers (acc. to BO) (5200)",CH,,20160930,4288,Y,Y,NULL,NULL,NULL
,,,58828378,,,Cancellation,16.09.16,16.09.16,"Forex Spot","Forex Spot: EUR -325,616.39 (EUR/USD 1.12730000)",EUR/USD,EUR,358178.03,USD,358178.03,XXXXX,,OUT,,Bank,5200,"Banks and securities brokers (acc. to BO) (5200)",#CH,,20160930,4409,Y,Y,NULL,NULL,NULL
,,,58828397,,,Cancellation,16.09.16,16.09.16,"Forex Spot","Forex Spot: EUR -492,396.86 (EUR/USD 1.12730000)",EUR/USD,EUR,541636.55,USD,541636.55,XXXXX,,OUT,,Bank,5200,"Banks and securities brokers (acc. to BO) (5200)",#CH,,20160930,4414,Y,Y,NULL,NULL,NULL
,,,58860765,58860763,,Cancellation,19.09.16,19.09.16,"FX Swap Far Leg (12)","Forex Swap Far Leg:  (EUR/CHF 1.090604)",EUR/CHF,EUR,55000.00,CHF,55000.00,"Secured Data",,OUT,,Non-Bank,4650,"Trusts where the beneficial holder is a natural person",LI,,20160930,4565,Y,Y,NULL,NULL,NULL
,,,58860857,58860855,,Cancellation,19.09.16,19.09.16,"FX Swap Far Leg (12)","Forex Swap Far Leg:  (EUR/CHF 1.09170000)",CHF/EUR,CHF,60043.50,EUR,60043.50,XXXXX,,OUT,,Bank,5200,"Banks and securities brokers (acc. to BO) (5200)",CH,,20160930,4567,Y,Y,NULL,NULL,NULL
,,,58993705,58993703,,Cancellation,23.09.16,23.09.16,"FX Swap Far Leg (12)","Forex Swap Far Leg:  (EUR/CZK 26.887495)",EUR/CZK,EUR,1012000.00,CZK,1012000.00,"Secured Data",,OUT,,Non-Bank,1000,"Private households (1000)",LI,,20160930,7110,Y,Y,NULL,NULL,NULL
,,,58994614,58994612,,Cancellation,23.09.16,23.09.16,"FX Swap Far Leg (12)","Forex Swap Far Leg:  (EUR/CZK 26.91450000)",CZK/EUR,CZK,27237474.00,EUR,27237474.00,XXXXX,,OUT,,Bank,5200,"Banks and securities brokers (acc. to BO) (5200)",CH,,20160930,7113,Y,Y,NULL,NULL,NULL
,,,59025777,,,Cancellation,26.09.16,26.09.16,"Forex Spot","Forex Spot: USD -114.03 (EUR/USD 1.140302)",USD/EUR,USD,125.43,EUR,125.43,"Secured Data",,OUT,,Non-Bank,4650,"Trusts where the beneficial holder is a natural person",LI,,20160930,7512,Y,Y,NULL,NULL,NULL
,,,59025796,,,Cancellation,26.09.16,26.09.16,"Forex Spot","Forex Spot: EUR -100 (EUR/USD 1.12345000)",EUR/USD,EUR,110.00,USD,110.00,XXXXX,,OUT,,Bank,5200,"Banks and securities brokers (acc. to BO) (5200)",CH,,20160930,7515,Y,Y,NULL,NULL,NULL
,,,59026338,,,Cancellation,26.09.16,26.09.16,"Forex Spot","Forex Spot: USD -37,240.72 (USD/CHF 0.954908)",USD/CHF,USD,40964.79,CHF,40964.79,"Secured Data",,OUT,,Non-Bank,1000,"Private households (1000)",LI,,20160930,7527,Y,Y,NULL,NULL,NULL
,,,59026360,,,Cancellation,26.09.16,26.09.16,"Forex Spot","Forex Spot: USD 36,682.1 (USD/CHF 0.96945000)",CHF/USD,CHF,39117.61,USD,39117.61,XXXXX,,OUT,,Bank,5200,"Banks and securities brokers (acc. to BO) (5200)",CH,,20160930,7529,Y,Y,NULL,NULL,NULL
,,,59028101,,5310849,Cancellation,26.09.16,26.09.16,"Forex Spot","Forex Spot: JPY -22,781,500 (GBP/JPY 130.180000)",JPY/GBP,JPY,25059650.00,GBP,25059650.00,"Secured Data",,OUT,,Non-Bank,1000,"Private households (1000)",LI,,20160930,7566,Y,Y,NULL,NULL,NULL
,,,59028250,,,Cancellation,26.09.16,26.09.16,"Forex Spot","Forex Spot: GBP -175,000 (GBP/JPY 130.15000000)",GBP/JPY,GBP,192500.00,JPY,192500.00,XXXXX,,OUT,,Bank,5200,"Banks and securities brokers (acc. to BO) (5200)",CH,,20160930,7576,Y,Y,NULL,NULL,NULL
,,,59032525,,,Cancellation,26.09.16,26.09.16,"Forex Spot","Forex Spot: EUR -65,529.06 (EUR/JPY 111.400953)",EUR/JPY,EUR,72081.97,JPY,72081.97,"Secured Data",,OUT,,Non-Bank,1000,"Private households (1000)",LI,,20160930,7690,Y,Y,NULL,NULL,NULL
,,,59032540,,,Cancellation,26.09.16,26.09.16,"Forex Spot","Forex Spot: EUR 64,546.13 (EUR/JPY 113.09741500)",JPY/EUR,JPY,8030000.00,EUR,8030000.00,XXXXX,,OUT,,Bank,5200,"Banks and securities brokers (acc. to BO) (5200)",CH,,20160930,7692,Y,Y,NULL,NULL,NULL
,,,58967543,,479245,Cancellation,26.09.16,26.09.16,"Forex Forward","Forex Forward:  (USD/JPY 100.55000000)",JPY/USD,JPY,55302500.00,USD,55302500.00,"Secured Data",,OUT,,Non-Bank,4200,"Insurance companies, health insurance funds (4200)",LI,,20160930,7828,Y,Y,NULL,NULL,NULL
,,,59028811,,,Cancellation,26.09.16,26.09.16,"Forex Forward","Forex Forward:  (USD/JPY 100.50000000)",USD/JPY,USD,550000.00,JPY,550000.00,XXXXX,,OUT,,Bank,5200,"Banks and securities brokers (acc. to BO) (5200)",CH,,20160930,7841,Y,Y,NULL,NULL,NULL
,,,59052233,,,Cancellation,27.09.16,27.09.16,"Forex Spot","Forex Spot: GBP -48,049.22 (GBP/USD 1.29725000)",GBP/USD,GBP,52854.14,USD,52854.14,XXXXX,,OUT,,Bank,5200,"Banks and securities brokers (acc. to BO) (5200)",#CH,,20160930,7991,Y,Y,NULL,NULL,NULL
,,,59049960,,,Cancellation,27.09.16,27.09.16,"Forex Forward","Forex Forward:  (EUR/GBP 0.86786710)",EUR/GBP,EUR,550825.00,GBP,550825.00,XXXXX,,OUT,,Bank,5200,"Banks and securities brokers (acc. to BO) (5200)",LI,,20160930,8228,Y,Y,NULL,NULL,NULL
,,,59105039,,5324481,Cancellation,29.09.16,29.09.16,"Forex Spot","Forex Spot: JPY 50,475,000 (USD/JPY 100.950000)",USD/JPY,USD,550000.00,JPY,550000.00,"Secured Data",,OUT,,Non-Bank,4200,"Insurance companies, health insurance funds (4200)",LI,,20160930,9031,Y,Y,NULL,NULL,NULL
,,,59105040,,,Cancellation,29.09.16,29.09.16,"Forex Spot","Forex Spot: USD 500,000 (USD/JPY 101.00000000)",JPY/USD,JPY,55550000.00,USD,55550000.00,XXXXX,,OUT,,Bank,5200,"Banks and securities brokers (acc. to BO) (5200)",#CH,,20160930,9033,Y,Y,NULL,NULL,NULL
,,,59153329,,,Cancellation,30.09.16,30.09.16,"Forex Spot","Forex Spot: CHF 20,000 (USD/CHF 0.965850)",USD/CHF,USD,22777.87,CHF,22777.87,"Secured Data",,OUT,,Non-Bank,1000,"Private households (1000)",LI,,20160930,9743,Y,Y,NULL,NULL,NULL
,,,59153497,,,Cancellation,30.09.16,30.09.16,"Forex Spot","Forex Spot: CHF -20,000 (USD/CHF 0.97285000)",CHF/USD,CHF,22000.00,USD,22000.00,XXXXX,,OUT,,Bank,5200,"Banks and securities brokers (acc. to BO) (5200)",CH,,20160930,9745,Y,Y,NULL,NULL,NULL
,,,59152258,,,Cancellation,30.09.16,30.09.16,"Forex Forward","Forex Forward:  (USD/CHF 0.971000)",USD/CHF,USD,1100000.00,CHF,1100000.00,"Secured Data",,OUT,,Non-Bank,1000,"Private households (1000)",LI,,20160930,9828,Y,Y,NULL,NULL,NULL
,,,59152409,,,Cancellation,30.09.16,30.09.16,"Forex Forward","Forex Forward:  (USD/CHF 0.97250000)",CHF/USD,CHF,1069750.00,USD,1069750.00,XXXXX,,OUT,,Bank,5200,"Banks and securities brokers (acc. to BO) (5200)",CH,,20160930,9831,Y,Y,NULL,NULL,NULL
,,,19073169,,,Cancellation,09.09.16,09.09.16,"Forex Spot","Forex Spot: EUR 20,022.87 (EUR/USD 1.127400)",USD/EUR,USD,24831.16,EUR,24831.16,"Secured Data",,OUT,,Non-Bank,4650,"Trusts where the beneficial holder is a natural person",SG,,20160930,13305,Y,Y,NULL,NULL,NULL
,,,19073170,,,Cancellation,09.09.16,09.09.16,"Forex Spot","Forex Spot: USD 22,573.78 (EUR/USD 1.12740000)",EUR/USD,EUR,22025.16,USD,22025.16,XXXXX,,OUT,,Bank,5200,"Banks and securities brokers (acc. to BO) (5200)",HK,,20160930,13307,Y,Y,NULL,NULL,NULL
,,,19129453,,,Cancellation,15.09.16,15.09.16,"Forex Spot","Forex Spot: HKD -293,965.95 (CAD/HKD 5.879319)",HKD/CAD,HKD,323362.55,CAD,323362.55,"Secured Data",,OUT,,Non-Bank,1000,"Private households (1000)",SG,,20160930,13771,Y,Y,NULL,NULL,NULL
,,,19129477,,,Cancellation,15.09.16,15.09.16,"Forex Spot","Forex Spot: CAD -50,000 (CAD/HKD 5.87931900)",CAD/HKD,CAD,55000.00,HKD,55000.00,XXXXX,,OUT,,Bank,5200,"Banks and securities brokers (acc. to BO) (5200)",HK,,20160930,13776,Y,Y,NULL,NULL,NULL
,,,19140853,,5286150,Cancellation,15.09.16,16.09.16,"Forex Spot","Forex Spot: GBP 200,000 (GBP/USD 1.345000)",USD/GBP,USD,295900.00,GBP,295900.00,"Secured Data",,OUT,,Non-Bank,4650,"Trusts where the beneficial holder is a natural person",SG,,20160930,13848,Y,Y,NULL,NULL,NULL
,,,19140854,,,Cancellation,15.09.16,16.09.16,"Forex Spot","Forex Spot: GBP -200,000 (GBP/USD 1.34500000)",GBP/USD,GBP,220000.00,USD,220000.00,XXXXX,,OUT,,Bank,5200,"Banks and securities brokers (acc. to BO) (5200)",#HK,,20160930,13850,Y,Y,NULL,NULL,NULL
,,,19165931,,,Cancellation,20.09.16,20.09.16,"FX Spot ACDC","GBP 100,000 (GBP/USD 1.231800)",USD/GBP,USD,135498.00,GBP,135498.00,"Secured Data",,OUT,,Non-Bank,1000,"Private households (1000)",SG,,20160930,14189,Y,Y,NULL,NULL,NULL
,,,19180998,,,Cancellation,21.09.16,21.09.16,"Forex Forward","Forex Forward:  (EUR/USD 1.11493252)",USD/EUR,USD,357881.77,EUR,357881.77,XXXXX,,OUT,,Bank,5200,"Banks and securities brokers (acc. to BO) (5200)",LI,,20160930,14451,Y,Y,NULL,NULL,NULL
,,,19185680,,,Cancellation,22.09.16,22.09.16,"Forex Spot","Forex Spot: EUR 273,779.9 (EUR/USD 1.12165000)",USD/EUR,USD,337793.74,EUR,337793.74,XXXXX,,OUT,,Bank,5200,"Banks and securities brokers (acc. to BO) (5200)",#HK,,20160930,14512,Y,Y,NULL,NULL,NULL
,,,19182826,,479080,Cancellation,22.09.16,22.09.16,"Forex Forward","Forex Forward:  (USD/JPY 99.47000000)",JPY/USD,JPY,54708500.00,USD,54708500.00,"Secured Data",,OUT,,Non-Bank,1000,"Private households (1000)",SG,,20160930,14567,Y,Y,NULL,NULL,NULL
,,,19182897,,,Cancellation,22.09.16,22.09.16,"Forex Forward","Forex Forward:  (USD/JPY 99.44000000)",USD/JPY,USD,550000.00,JPY,550000.00,XXXXX,,OUT,,Bank,5200,"Banks and securities brokers (acc. to BO) (5200)",HK,,20160930,14569,Y,Y,NULL,NULL,NULL
,,,19190240,,,Cancellation,22.09.16,22.09.16,"Forex Forward","Forex Forward:  (EUR/USD 1.12410495)",EUR/USD,EUR,289729.44,USD,289729.44,XXXXX,,OUT,,Bank,5200,"Banks and securities brokers (acc. to BO) (5200)",#HK,,20160930,14575,Y,Y,NULL,NULL,NULL
,,,19219032,,,Cancellation,26.09.16,26.09.16,"Forex Spot","Forex Spot: USD 60,000 (EUR/USD 1.112067)",EUR/USD,EUR,59348.94,USD,59348.94,"Secured Data",,OUT,,Non-Bank,4650,"Trusts where the beneficial holder is a natural person",SG,,20160930,14873,Y,Y,NULL,NULL,NULL
,,,19219167,,,Cancellation,26.09.16,26.09.16,"Forex Spot","Forex Spot: EUR 53,414.05 (EUR/USD 1.12330000)",USD/EUR,USD,66000.00,EUR,66000.00,XXXXX,,OUT,,Bank,5200,"Banks and securities brokers (acc. to BO) (5200)",HK,,20160930,14875,Y,Y,NULL,NULL,NULL
,,,19262667,,,Cancellation,30.09.16,30.09.16,"Forex Spot","Forex Spot: HKD 235,798.29 (USD/HKD 7.743200)",USD/HKD,USD,33497.54,HKD,33497.54,"Secured Data",,OUT,,Non-Bank,1000,"Private households (1000)",SG,,20160930,15546,Y,Y,NULL,NULL,NULL
,,,19262687,,,Cancellation,30.09.16,30.09.16,"Forex Spot","Forex Spot: USD 30,406.75 (USD/HKD 7.75480000)",HKD/USD,HKD,259378.12,USD,259378.12,XXXXX,,OUT,,Bank,5200,"Banks and securities brokers (acc. to BO) (5200)",HK,,20160930,15548,Y,Y,NULL,NULL,NULL
,,,140002005,140002003,871846,Cancellation,01.09.16,01.09.16,"FX Swap Far Leg (12)","Forex Swap Far Leg:  (EUR/USD 1.11593500)",USD/EUR,USD,613764250.00,EUR,613764250.00,XXXXX,,OUT,,Bank,5200,"Banks and securities brokers (acc. to BO) (5200)",LI,,20160930,15710,Y,Y,NULL,NULL,NULL
,,,140002035,,,Cancellation,01.09.16,01.09.16,"Forex Spot","Forex Spot: JPY 4,826,528 (USD/JPY 103.377830)",USD/JPY,USD,51357.05,JPY,51357.05,"Secured Data",,OUT,,Non-Bank,4300,"(operational) financial companies not subjected to banking law or any comparable control (4300)",SG,,20160930,15859,Y,Y,NULL,NULL,NULL
